%#################################################################
Title:        Basenet Report
Design:       top
Date:         Nov 7 11:09:59 2018
%#################################################################


%
Base nets and synonyms for muctpi_lib.TOP(@muctpi_lib.top(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
                    	INTR* - @muctpi_lib.CLKGEN_SI5345(i5_page2)                 	 92B2>                        
IN_SEL<1..0>        	SI_INSEL<1..0> - @muctpi_lib.TOP                            	 2D4 3E8                      
                    	IN_SEL<1..0> - @muctpi_lib.CLOCKS                           	 83E8<                        
                    	IN_SEL<1> - @muctpi_lib.JITTER_CLEANER(i48_page1)           	 87D5<                        
LOL*<0>             	SI_LOL*<1..0> - @muctpi_lib.TOP                             	 2D4 3E6                      
                    	LOL*<0> - @muctpi_lib.CLOCKS                                	 83E5>                        
                    	LOL* - @muctpi_lib.JITTER_CLEANER(i48_page1)                	 87B2>                        
LOL*<1>             	SI_LOL*<1..0> - @muctpi_lib.TOP                             	 2D4 3E6                      
                    	LOL*<1> - @muctpi_lib.CLOCKS                                	 84D5>                        
                    	LOL* - @muctpi_lib.CLKGEN_SI5345(i5_page2)                  	 92B2>                        
MSPTX_MGTCLK_N<3..0>	MSPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_N<3> - @muctpi_lib.CML_FANOUT_1TO4_AC(i72_page1)    	 89C2>                        
MSPTX_MGTCLK_P<3..0>	MSPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS                   	 83C1>                        
                    	CLK_OUT_P<3> - @muctpi_lib.CML_FANOUT_1TO4_AC(i72_page1)    	 89C2>                        
OSC_CLK40_N         	OSC_CLK40_N - @muctpi_lib.CLOCKS                            	 83D8 84D6                    
                    	CLK_OUT_N<0> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92C2>                        
                    	CLK_IN_N<2> - @muctpi_lib.JITTER_CLEANER(i48_page1)         	 87C7<                        
OSC_CLK40_P         	OSC_CLK40_P - @muctpi_lib.CLOCKS                            	 83D8 84D6                    
                    	CLK_OUT_P<0> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92C2>                        
                    	CLK_IN_P<2> - @muctpi_lib.JITTER_CLEANER(i48_page1)         	 87D7<                        
OSC_CLK100_N        	OSC_CLK100_N - @muctpi_lib.CLOCKS                           	 84C6                         
                    	CLK_IN0_N - @muctpi_lib.LVDS_FANOUT_2TO4(i15_page2)         	 94C5<                        
                    	CLK_OUT_N<9> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92D2>                        
OSC_CLK100_P        	OSC_CLK100_P - @muctpi_lib.CLOCKS                           	 84C6                         
                    	CLK_IN0_P - @muctpi_lib.LVDS_FANOUT_2TO4(i15_page2)         	 94C5<                        
                    	CLK_OUT_P<9> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92D2>                        
OSC_CLK125_N        	OSC_CLK125_N - @muctpi_lib.CLOCKS                           	 84C6                         
                    	CLK_IN_N - @muctpi_lib.CML_FANOUT_1TO4_AC(i32_page2)        	 95C5<                        
                    	CLK_OUT_N<7> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92C2>                        
OSC_CLK125_P        	OSC_CLK125_P - @muctpi_lib.CLOCKS                           	 84C6                         
                    	CLK_IN_P - @muctpi_lib.CML_FANOUT_1TO4_AC(i32_page2)        	 95C5<                        
                    	CLK_OUT_P<7> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92C2>                        
OSC_CLK200_N<0>     	OSC_CLK200_N<0> - @muctpi_lib.CLOCKS                        	 84C6                         
                    	CLK_IN_N - @muctpi_lib.LVDS_FANOUT_1TO4(i12_page2)          	 93C5<                        
                    	CLK_OUT_N<5> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92D2>                        
OSC_CLK200_N<1>     	OSC_CLK200_N<1> - @muctpi_lib.CLOCKS                        	 84C6                         
                    	CLK_OUT_N<6> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92C2>                        
OSC_CLK200_P<0>     	OSC_CLK200_P<0> - @muctpi_lib.CLOCKS                        	 84C6                         
                    	CLK_IN_P - @muctpi_lib.LVDS_FANOUT_1TO4(i12_page2)          	 93C5<                        
                    	CLK_OUT_P<5> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92D2>                        
OSC_CLK200_P<1>     	OSC_CLK200_P<1> - @muctpi_lib.CLOCKS                        	 84C6                         
                    	CLK_OUT_P<6> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92C2>                        
OSC_CLK240_N        	OSC_CLK240_N - @muctpi_lib.CLOCKS                           	 84D6                         
                    	CLK_OUT_N<1> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92D2>                        
OSC_CLK240_P        	OSC_CLK240_P - @muctpi_lib.CLOCKS                           	 84D6                         
                    	CLK_OUT_P<1> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92D2>                        
OSC_CLK320_N<0>     	OSC_CLK320_N<0> - @muctpi_lib.CLOCKS                        	 83E4 84D6                    
                    	CLK_OUT_N<2> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92C2>                        
                    	CLK_IN0_N - @muctpi_lib.CML_FANOUT_2TO6_AC(i2_page1)        	 85C6<                        
OSC_CLK320_N<1>     	OSC_CLK320_N<1> - @muctpi_lib.CLOCKS                        	 83D4 84D6                    
                    	CLK_OUT_N<3> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92D2>                        
                    	CLK_IN0_N - @muctpi_lib.CML_FANOUT_2TO6_AC(i55_page1)       	 86C6<                        
OSC_CLK320_P<0>     	OSC_CLK320_P<0> - @muctpi_lib.CLOCKS                        	 83E4 84D6                    
                    	CLK_OUT_P<2> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92C2>                        
                    	CLK_IN0_P - @muctpi_lib.CML_FANOUT_2TO6_AC(i2_page1)        	 85C6<                        
OSC_CLK320_P<1>     	OSC_CLK320_P<1> - @muctpi_lib.CLOCKS                        	 83D4 84D6                    
                    	CLK_OUT_P<3> - @muctpi_lib.CLKGEN_SI5345(i5_page2)          	 92D2>                        
                    	CLK_IN0_P - @muctpi_lib.CML_FANOUT_2TO6_AC(i55_page1)       	 86C6<                        
PONRX_MGTCLK_N      	PONRX_MGTCLK_N - @muctpi_lib.TOP                            	 2A8 3C6                      
                    	PONRX_MGTCLK_N - @muctpi_lib.CLOCKS                         	 84D2>                        
PONRX_MGTCLK_P      	PONRX_MGTCLK_P - @muctpi_lib.TOP                            	 2A8 3C6                      
                    	PONRX_MGTCLK_P - @muctpi_lib.CLOCKS                         	 84D2>                        
PONTX_MGTCLK_N      	PONTX_MGTCLK_N - @muctpi_lib.TOP                            	 2A8 3B6                      
                    	PONTX_MGTCLK_N - @muctpi_lib.CLOCKS                         	 83A1>                        
PONTX_MGTCLK_P      	PONTX_MGTCLK_P - @muctpi_lib.TOP                            	 2A8 3B6                      
                    	PONTX_MGTCLK_P - @muctpi_lib.CLOCKS                         	 83A1>                        
RDT_MGTCLK_N        	RDT_MGTCLK_N - @muctpi_lib.TOP                              	 2A8 3D6                      
                    	RDT_MGTCLK_N - @muctpi_lib.CLOCKS                           	 83B1>                        
RDT_MGTCLK_P        	RDT_MGTCLK_P - @muctpi_lib.TOP                              	 2A8 3D6                      
                    	RDT_MGTCLK_P - @muctpi_lib.CLOCKS                           	 83B1>                        
ROL_MGTCLK_N        	ROL_MGTCLK_N - @muctpi_lib.TOP                              	 2A8 3C6                      
                    	ROL_MGTCLK_N - @muctpi_lib.CLOCKS                           	 84C2>                        
ROL_MGTCLK_P        	ROL_MGTCLK_P - @muctpi_lib.TOP                              	 2A8 3C6                      
                    	ROL_MGTCLK_P - @muctpi_lib.CLOCKS                           	 84C2>                        
RST*<0>             	SI_RST*<1..0> - @muctpi_lib.TOP                             	 2D4 3E8                      
                    	RST*<0> - @muctpi_lib.CLOCKS                                	 83E8<                        
                    	RST* - @muctpi_lib.JITTER_CLEANER(i48_page1)                	 87C5<                        
RST*<1>             	SI_RST*<1..0> - @muctpi_lib.TOP                             	 2D4 3E8                      
                    	RST*<1> - @muctpi_lib.CLOCKS                                	 84D7<                        
                    	RST* - @muctpi_lib.CLKGEN_SI5345(i5_page2)                  	 92C5<                        
SCK                 	SI_SCK - @muctpi_lib.TOP                                    	 2D4 3E8                      
                    	SCK - @muctpi_lib.CLOCKS                                    	 83E8< 84D7<                  
                    	SCLK - @muctpi_lib.CLKGEN_SI5345(i5_page2)                  	 92C5<                        
                    	SCLK - @muctpi_lib.JITTER_CLEANER(i48_page1)                	 87C5<                        
SDI                 	SI_SDI - @muctpi_lib.TOP                                    	 2D4 3E8                      
                    	SDI - @muctpi_lib.CLOCKS                                    	 83E8< 84D7<                  
                    	SDI - @muctpi_lib.CLKGEN_SI5345(i5_page2)                   	 92C5<                        
                    	SDI - @muctpi_lib.JITTER_CLEANER(i48_page1)                 	 87C5<                        
SDO                 	SI_SDO - @muctpi_lib.TOP                                    	 2D4 3E6                      
